id_str;day;anonymized_text
1248700964019855368;2020-04-10;"Le 17 mars, un détenu de 74 ans est mort à la prison de Fresnes. Le 25 mars, décès d’un surveillant qui présentait des symptômes à la prison d’Orléans-Saran. Vendredi dernier, le troisième décès a eu lieu à Douai, dans la cour d’honneur de la prison.

[url]"
1249989758358601728;2020-04-14;@mention Oui, on va mieux et vous ? Vos enfants toussent-ils encore ?
1250228510976770050;2020-04-15;Ils on quoi à tousses être désagréable ce soir
1250321236992733186;2020-04-15;Et si le #COVID19 n’était pas seulement une maladie virale, mais un symptôme civilisationnel ? Une tribune qui de confine les disciplines, par deux médecins qui invitent à un pas de côté vers la philosophie.  [url]
1250520040669093895;2020-04-15;@mention @mention Nouveau symptôme Covid19 effectivement
1251511743483990016;2020-04-18;"Jour 33 🦠
Masque barrière : ça sert 😷 Au Hyper U une personne a baissé son masque pour tousser 👀
#Confinement #ConfinementJour33 #Masque #Tissu #Masquebarrière #Masquesbarrières #AFNOR #Coronavirus #Covid19 #Covid_19 #GujanMestras 🐞 #BassinArcachon #BassindArcachon #BA 🇫🇷🇪🇺"
1252321478848262152;2020-04-20;"@mention Ça a commencé hier à faire des glouglous et aujourd'hui à refouler. J'ai commencé à avoir fièvre et maux de tête lundi dernier mais si j' avais échappé à l' aerosol, la colonne m' aurait certainement joué le Covis2.
C' est l' eau potable usée qui ressort,  si un est malade, ça"
1253706512838602752;2020-04-24;@mention inventer une vie à sa plante il me semble c un des symptômes du coronavirus
1255073915954749440;2020-04-28;L’insuffisance de tests réguliers, de même que les endroits densément peuplés augmenterait le nombre de faux-positifs. D’un autre côté, la méfiance entrainée par un tel outil de surveillance pourrait au contraire inciter à cacher ses symptômes.
1256307269685280768;2020-05-01;🥳 On a passé le 1k et pour fêter ça j'ai 39 de fièvre 🥳 [url]
1256467706016129029;2020-05-02;@mention De toute façon ça faisait depuis 21h que je souffrais et oui le temps qu’il n y’a pas de symptômes c’est ok 👌🏼
1257113390218166272;2020-05-04;J’en ai tellement marre des « fievre depuis 5j » qui débarquent a 3h du mat’ putain mais qu’est-ce qui justifie que tu sois pas venu cet aprem/ce soir ou que tu attendes pas demain matin ?
1257451326985961474;2020-05-05;Ça fait 1h j’ai du mal à respirer j’essaye de pas paniquer pour pas faire de crise d’angoisse mais ça commence à m’angoisser fortement là
1258886334204305409;2020-05-09;Vous êtes en grande forme @mention . Vous devriez peut être prendre votre température. Vous devez avoir de la fièvre. #Covid_19 [url]
1259651273055440897;2020-05-11;Oups j’ai du mal à respirer
1259967515620528128;2020-05-12;Coronavirus. Tête, orteils, poumons, reins… les symptômes se multiplient, sachez les reconnaître #Coronavirus #Virus [url] via @mention
1260167763198455808;2020-05-12;Ya un oiseau dans l'arbre juste en face de mon salon on dirait qu'il tousse ou qu'il éternue
1263601536770416644;2020-05-22;@mention J’ai 5 enfants. On a tous fait le covid différemment. Aujourd’hui je suis la seule à avoir encore des brûlures pulmonaires, de la toux résiduelle et de forts vertiges positionnels.
1267956541136781314;2020-06-03;Apres ca y a pas plus de video cetais une lutte pour la survit jvenais dme faire courser jpouvais plus rien filmer jaavais mal au cote et du mal a respirer (cest toujours le cas) mais jvous explique tout en bas [url]
1269710531830657026;2020-06-07;@mention Après deux mois de symptômes persistants, ces malades du Covid-19 vivent de vraies montagnes russes [url] via @mention
1270137683843694592;2020-06-09;J’ai tout les symptômes d’une grossesse alors que j’ai jamais mougou, j’ai envie de crier crierrrrrrrr
1272683596130799617;2020-06-16;Je vais cracher dans le lavabo toute les 2min pcq juste le fait d’avaler ma salive ça me fait souffrir et j’ai du mal à respirer après
1275036321757749248;2020-06-22;Chronique d’un reconfinement annoncé. Spéciale dédicace à toux ceux qui considéraient que j étais un parano flippé ... [url]
1277260863611777026;2020-06-28;"Les résultats pour un éternuement et le fait d'avoir toussé 2 fois 🤢

Bref mettez un masque svp [url]"
1278798700802904067;2020-07-02;Y a un mec dans ma rue qui fume une cigarette avec sa visière anti Covid-19 là, je l'ai entendu tousser et pleurer depuis l'intérieur de ma chambre alors que j'ai la fenêtre fermée
1281289171529760774;2020-07-09;@mention Bah là ça va mieux.  Plus de fatigue. La bronchite a bien diminuée.  Mais je tousse tjrs autant. Là j'ai fais un scanner des sinus,  j'attends le retour du beau médecin qu'il m'explique le tout🤭
1285879093444124673;2020-07-22;"&lt; Le mec qui opère un repli discret vers le wagon bar, lorsque la voisine commence à tousser comme une tuberculoseuse. [url]"
1290061976199024642;2020-08-03;J’aurais lâché mon meilleur étouffement avec toux sèche pour réveiller la personne qui dort [url]
1291687102011375616;2020-08-07;@mention Dans la rue avant d’accéder au RER j’ai baissé mon masque pour tousser par réflexe... [url]
1296518095310409729;2020-08-20;"J’AI LA FIÈVRE
C’EST LA TRÊVE 
DE L’AMOUR [url] [url]"
1296730814068269057;2020-08-21;l’appareil qui te donne 35 de fievre et on te dit ah cv aller suivant [url]
1297871632720158721;2020-08-24;Doit-on rappeler les effets d’une reconnaissance (juridique dans ce cas précis) pour les patients #PTSD  qui présentent des symptômes post-traumatiques ? [url]
1297981316026241026;2020-08-24;Wtf mais j’avais exactement tous les symptômes avant de prendre la pillule du coup je sais même pas si je dois encore m’inquiéter ou pas 😭😭 [url]
1304936179708694530;2020-09-13;@mention j’ai pas de symptômes c’est juste ajd j’étais pas dans mon assiette bg
1306201187994292224;2020-09-16;@mention Il y a urgence... j'ai un cas symptomatique à la maison + une ordonnance, soit je n'ai pas de réponse ou au mieux proposition de rendez-vous sous 10 jours au mieux mais jusque debut octobre sinon #testPCR
1307059655709995008;2020-09-18;je me suis faite tester mardi j'avais des symptômes. j'attends toujours les résultats alors que le ministre sans symptômes : résultats immédiat .... le pouvoir vreumant c'est utile 😂
1308050122866130945;2020-09-21;@mention genre la perte du gout et tt? ta refait un test?
1310451573106114560;2020-09-28;Euuuuuuuuuuuhhhhhhhhh ? Juste pour de la fièvre ? [url]
1311309295972167680;2020-09-30;J’ai fait exprès de tousser dans le train pour faire partir un mec a coter de moi c’est pas il oublie sa pochette je l’ouvre ou pas
1312417431734886400;2020-10-03;jsuis morte ici tu peux acheter des médicaments style ibuprofen truc pour la toux et tout dans des magasins normaux??
1312745310956015619;2020-10-04;@mention @mention @mention @mention @mention @mention Tu as pu voir un médecin ? Comme je n'ai pas de fièvre je reste au chaud, je ne sais pas si c'est le vent violent qui fait ça ou l'adversaire de la Française mais les balles semblent flotter (2 balles de set 😨)
1312896037695168513;2020-10-05;Le sirop sucré pour la toux , c’était quelque chose. J’en prenais en cachette. [url]
1314256438668165122;2020-10-08;Mon père a mis une semaine a avoir un rendez vous alors qu’il avait 41 de fièvre, il a du passer par le samu pour qu’on lui fasse faire le test et il a reçu les résultats 2 semaines et demi plus tard, quand il avait plus rien évidemment [url]
1315064325170659329;2020-10-11;@mention Perte du goût en J4/5 pour moi
1316649050389741569;2020-10-15;J’ai du mal à respirer aussi
1318105730906525696;2020-10-19;J’étais dans l’avion, le mec derrière moi s’est bourré la gueule, ne faisait que tousser et éternuer en portant mal son masque... 🙃 [url]
1318909001200001026;2020-10-21;@mention ça dépend de la température
1319579670761869312;2020-10-23;"@mention ""Salut Bernadette. Bon, entre nous on se fait la bise.. Tes petits enfants porteurs sain vont bien ? Pourquoi tu tousses ?”"
1319770316365828097;2020-10-24;"j’ai de + en + de symptômes c’est génial 🙃🙃
normalement c’est pas censé être le contraire wsh ?"
1320146776632995842;2020-10-25;j’ai plus de gout plus de charbon jpeux pas faire de chicha jai envie de me pendre
1321111101535408128;2020-10-27;@mention @mention J'attends les résultats de mon test et je n'arrive pas à identifier un moment où je me serais mise à risque. Si je suis positive - ce qui est possible vu les symptômes mais pas certain - ce virus est encore plus contagieux que je ne le pensais.
1322052873539276801;2020-10-30;FR | NRoom — La dépression peut arriver à tout le monde, en voici les symptômes majeurs: ... traitement de ces troubles mentaux. Le problème avec cette maladie invisible, c'est qu'il est difficile de la reconnaître, tant ses symptômes sont diffus ...… [url]
1322463194913320961;2020-10-31;Test anti génique COVID 🦠🦠🦠🦠à la pharmacie: NÉGATIF😊. Ayant un peu de fièvre, le nez qui coucoule...! PCR dans la semaine quoiqu’il en soit💉💉💉 [url]
1322934560976523265;2020-11-01;"Aouf qui s’envole! 
#FievreSR #SPSR [url]"
1323937552693448706;2020-11-04;@mention Polarisation plus forte des camps. Ce que j'ai entendu de malin récemment  : Trump est le symptôme, pas la maladie. Voilà pourquoi la question du creusement des inégalités doit nous préoccuper. J'ajouterais aussi l'usage des nvx outils de com' pour désinformer.
1325879013483687938;2020-11-09;@mention Fatigue maux de tête fièvre perte du gout😩
1326038338529337344;2020-11-10;#Covid19 : 16 % des patients présenteraient uniquement des symptômes gastro-intestinaux [url]
1205928591340507138;2019-12-14;"Oui ! 💛🖤
Il est là le @mention ! 
#FievreSR #GLASSR [url]"
1218836877115056129;2020-01-19;Je tousse de ouf la j'ai fait le con hier
1222839618934099968;2020-01-30;@mention * tousse très fort * 😷👀
1226183746086481920;2020-02-08;"Allez Vincent et Greg !
2 Rochelais titulaires demain pour #FRAITA ! 💛🖤
#FievreSR [url]"
1227924087277858816;2020-02-13;@mention Ahahaha t’as tellement raison, c’est tellement compliqué d’avoir des conversations sérieuses et documentés maintenant... cette vidéo est sympa mais symptomatique du manque de fond systématique sur les réseaux sociaux. La forme avant tout pour faire du clic...
1232007536242499585;2020-02-24;Une première ce matin : Dre, m toux depuis une semaine j’ai peur que ce soit le #covid [url]
1233398445790179328;2020-02-28;Seules les personnes qui reviennent d'une zone à risque et celles qui ont une pneumopathie sévères sont susceptibles d'être testées. Comme si les contaminations locales par des personnes asymptomatiques ou des symptômes bénins (les enfants!) n'existaient pas. #coronavirus 🙊🙉🙈 [url]
1233476190649843717;2020-02-28;@mention Je tousse et je tremble depuis notre dernière conversation... As-tu consulté ?
1234262781442109442;2020-03-02;"j'ai mal aux poumons quand je respire + toux et mal de gorge depuis samedi
si vous m'avez fréquenté je suis dsl pr vous 🤟"
1234473698264043521;2020-03-02;@mention Mais trop !! Puis je sais pas, t'es malade, la logique veut que tu restes chez toi... enfin je sais pas, quand je choppe une grippe je bouge pas du lit, tisane, sirop pour la toux, doliprane, je dors et au bout d'une semaine ça va mieux XD
1237301120743194624;2020-03-10;"#COVID19france #coronavirus (Covid-19) : les rappels de la CNIL sur la collecte de données personnelles. #RGPD 
les #employeurs doivent s'abstenir de collecter de manière systématique des informations relatives à la recherche d'éventuels symptômes.   
[url] [url]"
1238075820561911809;2020-03-12;"@mention Yes génial. Je ne peux pas me mettre en quarantaine sans justification cependant, j'ai cours hein...
Mes symptômes sont : crises d'asthme plus fréquentes et beaucoup plus difficiles (je manque de m'asphyxier), tête qui tourne, fatigue, toux et éternuements fréquents. Voilà..."
1239784546901602304;2020-03-17;y’a que moi qui tousse ou pas ?
1239901931826491399;2020-03-17;@mention @mention @mention Bonjour Anastasia. Non car le Covid-19 est un virus respiratoire qui n'est pas présent dans le sang sauf en cas de symptômes sévères de la maladie. Nous refusons par mesure de précaution toute personne présentant des symptômes grippaux.
1240189825153748994;2020-03-18;"@mention 🔞🤒
Comment déclencher les symptômes des cojone à vie rude"
1240289716030902277;2020-03-18;@mention Toux sèche nez pris ( donc pas de goût ni d’odorat ) ça peut être plein de choses autre que ça, rhume, angine, bronchite, c’est la période. Mais appelle quand même mon reuf, c’est mieux, et surtout continue à bouffer force toi si il faut.
1240375023464038400;2020-03-18;"Si vous résidez en #Catalogne, faites le suivi de vos symptômes du 🦠coronavirus avec l’App STOP COVID19 CAT 

Disponible sur iOS👇
🔗 [url]…

Disponible sur Android 👇
🔗 [url]…

App Officielle du Système de Santé de Catalogne 

#COVID2019 [url] [url]"
1240691203567259651;2020-03-19;Presque les même symptômes , j'en suis au 11e jour ... [url]
1241787827895046144;2020-03-22;@mention Ouille. Heureusement que la tête en l'air n'est pas un symptôme connu du coronavirus !
1242024632468885504;2020-03-23;"Ce matin ça se complique :
Ma sœur est toujours très malade, un résultat de test Covid en faux négatif semble très probable.
L’auxiliaire de vie de ma mère est malade, avec de mauvais symptômes.
Notre mère est sous oxygène mais ça ne s’arrange pas.
Pas le choix pour demain... [url]"
1242026416562151424;2020-03-23;"""Qui aurait arrêté mon fils qui travaillait dehors sans symptômes ? Personne !"": un petit village italien échappe à l'épidémie de coronavirus grâce à un dépistage massif [url] via @mention"
1243606098269081606;2020-03-27;@mention Il est toujours symptomatique ?
1243650697461194753;2020-03-27;Même quand je tousse moi-même je me regarde mal
1244076175657484290;2020-03-29;La raoultite qui s'abat sur la France est d'un pathétique. Je déteste les macronistes mais les raoultiens sont le symptôme d'un problème bien français, le besoin d'un héros de préférence tricheur. C'est à en pleurer...
1247478642088775682;2020-04-07;@mention Coucou tu na plus de fièvre ?
1248329252635734016;2020-04-09;Déceler Coronavirus sur les personnes-sans-symptome-visible grâce à un test relativement simple basé sur le taux d'oxygène dans le sang via une application sur un téléphone portable, mis au point par l'Unité Sprint Covid19 d'un hôp…[url] [url]
1251849572319625217;2020-04-19;@mention Comme souvent. Mais j'ai fini par prendre parti, parce que j'ai vécu dans ces quartiers et la police est devenue un punching ball, et vouloir voir immédiatement le mal de son côté est un symptôme de ce mal.
1252009461079846912;2020-04-20;"@mention J' avais eu ça aussi..la depuis lundi dernier c' est fièvre yoyo, maux de tête,  oppression et autres bizarreries et depuis hier la température ne veut plus descendre...donc..
Je suis toujours sur pieds mais je fatigue pas mal, on verra demain.🍀"
1254851903193845766;2020-04-27;@mention Tu as regardé les symptômes d’une aponévrose plantaire ? J’y connais rien, jamais eu, mais je sais que c’est courant (je sais pas si c’est situé sous le talon ou pas)
1255587073186283521;2020-04-29;"@mention Merci de ce thread très intéressant. Vous pouvez juste traduire ce message pour les parents pour savoir quand on panique et on file aux urgences ?
(Fièvre &gt;5 jours, je comprends ;) )"
1255960681582661635;2020-04-30;@mention Pendant ce temps, ma copine chinoise a reçu un kit complet de l'ambassade chinoise avec un médoc préconisé au début des symptômes [url]
1259620072475299845;2020-05-11;T’as pas de symptôme, tu ne te sens pas malade, MAIS tu peux être porteur du virus ➡️ tu portes un masque 😷 pour protéger les autres ! #JamaisSansMonMasque [url]
1260788431573209089;2020-05-14;"« attestation sur l’honneur qu’on n’a pas de symptômes »
ça c’est du foutage de gueule ! [url]"
1277471816081121282;2020-06-29;Bonjour @mention. Sur l’agressivité des moustiques avec @mention, vous ne parlez pas de la température du corps humain qui pourrait favoriser les piqûres ? C’est ce qu’on m’avait appris à l’école. #Europe1 belle journée !
1280722499454537728;2020-07-08;Covid-19: Une infection sur deux se produit avant l’apparition des symptômes [url] [url]
1282430498808254468;2020-07-12;@mention @mention La Mont Roucous est très pauvre en sodium a contrario. Après je ne suis pas médecin, mais si ça continue, consulte ton généraliste, c'est un symptôme, mais ça peut être autre chose (rétention d'eau etc.) que le diabète
1284465387070009344;2020-07-18;@mention mais ça date j’ai plus d’odeur t’as grv menti
1292834635953639425;2020-08-10;Vous avez le corona avec les symptômes du corona mais vous vivez normalement 👍🏾
1294711268599836673;2020-08-15;@mention Il y a des symptômes , surtout pour la psychologie.Fais des recherches sur les symptômes et regarde si tu les as
1299662768870772736;2020-08-29;"Reprendre les bases ... La psychanalyse ne soigne pas, elle éclaire la voie ""d'Un qui souffre"" vers la réconciliation d'avec son symptôme. 

Le psychanalyste est Charon, pas Asclépios... 

@mention @mention @mention @mention @mention @mention [url]"
1301722937330995201;2020-09-04;Parfois j’me sens vraiment partir wAllah des méchants picotements et méchantes difficultés à respirer d’un coup sans raison
1304162023664738305;2020-09-10;"🦠COVID-19 🦠
👉🏼 Vous êtes symptomatique ou cas contact ?
👉🏼 Vous n’arrivez pas à faire votre test PCR ou vous ne savez pas où aller ? 
Pas de panique. 
❗️Un numéro pour votre médecin (uniquement) : 
0 800 08 02 25 (7j/7 - 9h/20h)
➡️ Envoi rapide vers un labo d’astreinte sur rdv [url]"
1306261169703997442;2020-09-16;@mention 👀👀 @mention @mention *tousse*
1308397428303974405;2020-09-22;@mention @mention 🤣🤣🤣 tqt jvais venir au groups jvais tousser partout jvais pas être solo dans ma d
1308645590230880257;2020-09-23;"@mention @mention @mention @mention @mention @mention @mention @mention Oh hey on sort la batte de baseball mais pour l’instant on ne l’a pas utilisée. L’intention, ce sera très rarement et avec bienveillance. 

Juste contre la masculinité toxique, un petit coup tous les jours, jusqu’à disparition des symptômes. C’est la prescription de Dr. MQB ;)"
1309471542590558208;2020-09-25;@mention Entièrement d’accord avec @mention le ministre de la santé n’a rien appris de la 1er vague Pas de place en Hopital et surtout pas de soins des les 1er Symptômes ce qui évite les hospitalisations STOP 🛑 à la guerre contre le Pr RAOULT utilisons son protocole
1309648495931019264;2020-09-26;@mention *tousse* *tousse* le biff.
1310309262745313280;2020-09-27;"""Une certaine quantité de rêverie est bonne, comme un narcotique à dose discrète. Cela endort les fièvres, quelquefois dures, de l'intelligence en travail, et fait naître dans l'esprit une vapeur molle et fraîche qui corrige les contours trop âpres de la pensée pure. (...)"
1313395247221743616;2020-10-06;@mention Bahahahahah bah je tousse un peu quand même mais j’ai + mal à la gorge qu’hier
1317388774049972224;2020-10-17;wesh je me réveille avec un giga mal de gorge là........
1318196515446394885;2020-10-19;@mention Fièvre,l’impression d’asphyxier c tt
1319540527675617280;2020-10-23;@mention Courage :/ t'as quoi comme symptômes ?
1319602101777989635;2020-10-23;@mention Ptdrr t’as pas compris le but n’est pas de faire de l’argent mais de dissuader les gens d’aller aux urgences pour rien du tout m’enfin  si pour toi c’est normal d’aller aux urgences pour une fièvre 🙃
1321001709791973377;2020-10-27;@mention Pareil! C'est parce que mon café sentait rien que j'ai compris que j'avais perdu l'odorat ☕
1323734899443044354;2020-11-03;"@mention @mention BronchoPneumopathie viral non covid
Depuis quand les symptômes ?
À t-elle pris des médicaments type AINS ? paracetamol?"
1324031689497186305;2020-11-04;"Nouveaux symptômes :
- le coeur qui bat
- les poumons se remplissent et se vide d’air à intervalles régulier 
- les paupières clignent quand c’est nécessaire [url]"
1326247628133326848;2020-11-10;"J'ai trouvé un moyen économique de détection du covid19 :
Tout les matins je renifle un bidon d'ammoniaque. Jusqu'à présent je n'ai pas perdu l'odorat !
#ChuiConDesFois"
1326959841957605380;2020-11-12;@mention @mention il me souvient encore de tes fièvres aroniennes !
1202858072915554304;2019-12-06;@mention @mention @mention on parle de la température moyenne mondiale, pas de votre thermomètre, nuance.
1207769023091544071;2019-12-19;J’ai vraiment beaucoup baissé ma conso de clopes, j’ai tous les symptômes des gens qui arrêtent de fumer, je fais que de tousser 😭
1210765736458670080;2019-12-28;@mention @mention Nan mais c’était le pire moment, je venais de tousser comme un enculé, c’était easy 👌🏻
1214387372055511040;2020-01-07;Je dors je me réveille j’ai du mal à respirer c’est quoi cette vie wesh
1215016642759069697;2020-01-08;Apres l’émission...le boss a du choper deux ou trois boutons de fièvre supplémentaires #Patronincognito
1221512347627458561;2020-01-26;J’ai de la fièvre et des frissons rien qu’à voir les passagers débarquer de #Chine avec leurs masques au JT de #France2 , c’est grave? #CORONAVIRUSFRANCE #coronarvirus
1225113507848507392;2020-02-05;@mention Je dirais meme que ça va au delà de l’homophobie... c’est symptomatique d’un recul intellectuel de nos sociétés...
1225368107671334912;2020-02-06;Les gens malades dans les transports en commun c’est ma hantise ils te toussent dessus ss pb
1225454053762662401;2020-02-06;@mention Oui, ton emoji a les joues rouges, il a de la fièvre, IL EST CONTAMINÉ !!!!
1226962484663390208;2020-02-10;@mention SYMPTÔMES
1230470781639036928;2020-02-20;J’AI PLUS MAL À LA GORGE
1231823001651417088;2020-02-24;Sinon ça fait une semaine et demie que je tousse. Je me demande quand ça va s’arrêter.
1234387283069014017;2020-03-02;@mention J'ai mal à la gorge, sache que je t'aime mon pote 😢
1234745699532668928;2020-03-03;@mention Aucun symptôme mais il tousse
1235188932108865536;2020-03-04;@mention @mention Il n'y en a jamais eu. Les tests sans symptômes n'ont pas eu lieu en france
1235682691116224512;2020-03-05;"INFO JDD. Un député LR d'Alsace hospitalisé après une suspicion de Coronavirus : « Son état est jugé ""sérieux"" (...) il est actuellement en réanimation et souffre de ""difficultés respiratoires"" » [url] via @mention"
1236595927911030785;2020-03-08;Contre la toux...On met la gomme! avec la la pâte suisse de Laboratoires Lehning  merci Prisma Media #Prima [url]
1237998347321053186;2020-03-12;J’ai la toux la fievre et je vomis
1238764294440919042;2020-03-14;j’avais grv mal à la gorge hier soir, j’ai pris miel, clou de girofle et du tea tree j’ai plus rien hamdulilah
1239174737445769219;2020-03-15;jvais tousser bad fort au taff en espérant qu’ils me renvoient chez moi
1239294793370533891;2020-03-15;@mention Le mal de tête c’est même pas dans les symptômes 😭😭
1239457406486274048;2020-03-16;"🔴 ne pas saturer le 15 , 
, il faut composer le. 
0800 1 30 000
lorsqu’il s’agit juste de poser des questions et que vous n’avez aucun symptôme. [url]"
1239509869406887937;2020-03-16;@mention @mention Astuce : tu fais ce soir un mail indiquant que tu as des symptômes de coronavirus et que ton médecin te recommande pour protéger tes collègues de rester chez toi pendant 2 semaines par précaution.
1239654845688184834;2020-03-16;@mention Un rhume aussi, une grippe aussi, une bronchite également... Arrêtez de croire qu'on a tous le coronavirus pour un rien, c'est aussi le début du printemps bientôt, les petits maux aussi là. Tant que vous n'avez pas de fièvre et des difficultés à respirer, pas d'inquiétude !
1239830796925616129;2020-03-17;@mention @mention Elle en rate pas une cette Agnès ,c’est elle qui parle de clairvoyance elle doit sûrement avoir les symptômes du virus ou alors elle est naturellement défoncer d’une quelconque substance pour sortir des choses de la sorte reste confinée ma puce, c’est tout ce qu’on te demande
1239964841311264769;2020-03-17;@mention @mention Enfer et contre toux !
1242765206008336384;2020-03-25;@mention Je suis à la maison avec un covidé averé avec test , hospitalisé et ressorti avec des symptômes et une ordonnance pour des masques , mais pharmacies ne délivrent pas
1242847280274845700;2020-03-25;@mention @mention Tous les médicaments ont des effets secondaires et même si ce traitement ne fonctionne pas pour tous il peut au moins éviter les urgences et amoindrir les symptômes pour d’autres...
1243661567599751171;2020-03-27;"@mention @mention @mention Si le virus le touche et que les difficultés respiratoires frequemment observées chez les octogénaires se manifestent gageons que notre faire valoir préféré des puissants saura implorer sa dose du docteur zinzin

Sans aucun état d ame ni vergogne

Pourvu que ça se sache..."
1243869286378156034;2020-03-28;@mention Je verrais comment ça évolue mais certains symptômes que j'avais ce matin ça va un peu mieux de ce côté  🙏
1244022847992930304;2020-03-28;"@mention Je sais.Mis à part 2 personnes proches qui ont été testées cette semaine, la dizaine d'autres connaissances qui présentent des symptômes n' a eu droit qu' à "" prenez du Paracétamol et attendez de voir l'évolution""
Problème, aucune des deux positives n' avait mes mêmes symptômes."
1244067361587703808;2020-03-29;Moi demain quand jv aller en course et entendre tousser..#Covid_19 #confinement #Macron #COVID19france [url]
1244597003193126912;2020-03-30;"#SARSCoV2 #covid19
La moitié des positifs contagieux en Islande ne manifestent aucun symptôme.
C’est beaucoup plus qu’on imaginait. [url]"
1244703280451772419;2020-03-30;@mention Rien. Du Doliprane si fièvre.
1246135308967645187;2020-04-03;"Houlà 

- je tousse
- j'ai des frissons.
- je me mesure ma température frontale : 36.1 ouf

BORDEL j'ai laissé les fenêtres ouvertes, il fait 18° chez moi."
1248439828351520770;2020-04-10;@mention Merci de reconnaître que le chômage, qui est aussi un grave symptôme des politiques ultraliberales que vous admirez en vous frottant l'entrejambe, tue en masse, lui aussi.
1248922835487264769;2020-04-11;@mention ASTUCE : tousse comme un rat mort , tu vas gagner 1 ou 2 places.
1248936323039322112;2020-04-11;@mention Il suffit qu’une personne porteuse de la maladie sans aucun symptôme pour contaminer les autres surtout qu’on ne sait pas pour combien de temps elle pourra être contagieuse 🤷‍♀️
1249306543528558592;2020-04-12;@mention @mention je pense que tu fais référence aux porteurs sains ou très peu symptomatiques, pas les guéris. je t'invite à rejoindre ma boucle pour des analyses médicales et eco au delà des news habituelles @mention
1252848708971978753;2020-04-22;"Facebook dévoile une carte qui montre le pourcentage de personnes ayant des symptômes du #Covid19 aux États-Unis
[url]"
